SMI,Natoms,atoms,coords(Ang),S1_SCSPBEQIDH(eV),T1_SCSPBEQIDH(eV),f01_SCSPBEQIDH(au),S1_ADC2(eV),T1_ADC2(eV),f01_ADC2(au)
'NC1(CCF)CC1',17,"['N','C','C','C','F','C','C','H','H','H','H','H','H','H','H','H','H']","[[0.990084,1.557533,0.048437],[0.826809,0.132718,-0.118975],[-0.559322,-0.239491,-0.59464],[-1.626513,0.148628,0.405955],[-2.876294,-0.228218,-0.070556],[1.982767,-0.727508,-0.558205],[1.499526,-0.761389,0.872124],[1.08795,2.013564,-0.850091],[1.810793,1.776197,0.595143],[-0.611763,-1.315614,-0.773744],[-0.766821,0.255259,-1.548496],[-1.637717,1.225927,0.572403],[-1.470175,-0.358599,1.361723],[2.923518,-0.228734,-0.752855],[1.787605,-1.588438,-1.184552],[2.125119,-0.304614,1.628786],[0.967951,-1.641473,1.210074]]",6.767,6.503,0.020942014,6.531619,6.277232,0.023737
'CCCC1(O)CC1',19,"['C','C','C','C','O','C','C','H','H','H','H','H','H','H','H','H','H','H','H']","[[2.998433,-0.206142,-0.068484],[1.602048,0.135537,0.432886],[0.513353,-0.227021,-0.570747],[-0.875273,0.136336,-0.104053],[-1.075071,1.50635,0.11779],[-2.058463,-0.656325,-0.574119],[-1.58783,-0.745412,0.860651],[3.760539,0.05881,0.665969],[3.226325,0.330648,-0.992659],[3.092978,-1.274905,-0.276222],[1.53585,1.20199,0.658688],[1.406203,-0.389499,1.372306],[0.546372,-1.300473,-0.780835],[0.709832,0.276892,-1.52553],[-1.079038,1.947565,-0.734291],[-1.88894,-1.503213,-1.226457],[-2.974932,-0.110799,-0.754702],[-1.094133,-1.652558,1.183962],[-2.194096,-0.257103,1.610646]]",7.512,7.260,0.003323751,7.188584,6.947334,0.006910
'NCCC1(O)CC1',18,"['N','C','C','C','O','C','C','H','H','H','H','H','H','H','H','H','H','H']","[[-2.230842,0.524385,0.225371],[-1.625189,-0.809209,0.155741],[-0.361478,-0.795826,-0.69811],[0.708776,0.124265,-0.155987],[0.391564,1.480678,-0.221281],[1.540021,-0.34011,1.009149],[2.145995,-0.189746,-0.370155],[-2.97192,0.551997,0.911454],[-2.636257,0.776696,-0.667327],[-2.317747,-1.569043,-0.228175],[-1.357269,-1.101346,1.173994],[-0.605467,-0.487848,-1.720612],[0.028123,-1.814911,-0.756258],[-0.504226,1.557968,0.143065],[1.389838,-1.340866,1.395569],[1.801472,0.405772,1.74676],[2.406888,-1.086022,-0.91802],[2.801195,0.655244,-0.531628]]",7.013,6.716,0.011641346,6.774609,6.487091,0.012715
'OCCC1(O)CC1',17,"['O','C','C','C','O','C','C','H','H','H','H','H','H','H','H','H','H']","[[-2.156441,0.557893,0.205952],[-1.654788,-0.771256,0.112537],[-0.397289,-0.761025,-0.735741],[0.693752,0.117776,-0.167247],[0.451687,1.487389,-0.282378],[1.455418,-0.353585,1.041479],[2.122238,-0.266066,-0.314448],[-2.882701,0.579087,0.8288],[-2.406131,-1.428293,-0.339697],[-1.416961,-1.155759,1.111448],[-0.636977,-0.417793,-1.745651],[-0.037928,-1.7899,-0.814516],[-0.44651,1.636127,0.034332],[1.243504,-1.336347,1.44478],[1.721571,0.397711,1.771867],[2.362901,-1.186442,-0.830385],[2.821266,0.544293,-0.46905]]",7.567,7.337,0.012474151,7.277842,7.029038,0.011826
'OC1(CCF)CC1',16,"['O','C','C','C','F','C','C','H','H','H','H','H','H','H','H','H']","[[-0.490407,1.496246,-0.275582],[-0.68348,0.117333,-0.169264],[0.433496,-0.721245,-0.74846],[1.67608,-0.744339,0.112749],[2.173451,0.548995,0.292676],[-1.434585,-0.388411,1.031062],[-2.099253,-0.308597,-0.325123],[0.3494,1.709241,0.139848],[0.677795,-0.349031,-1.74647],[0.098989,-1.756625,-0.858053],[2.472451,-1.332988,-0.346616],[1.458767,-1.139529,1.107965],[-1.726156,0.346121,1.768643],[-1.192039,-1.367462,1.425584],[-2.821915,0.481487,-0.474714],[-2.308639,-1.23059,-0.851388]]",7.875,7.657,0.018046357,7.591936,7.389209,0.024582
'CCCC1(F)CC1',18,"['C','C','C','C','F','C','C','H','H','H','H','H','H','H','H','H','H','H']","[[2.995069,-0.220737,-0.055771],[1.600523,0.156239,0.424805],[0.514756,-0.246146,-0.567892],[-0.869224,0.120037,-0.11978],[-1.027008,1.486003,-0.018139],[-2.079618,-0.623778,-0.556625],[-1.616931,-0.679944,0.887688],[3.757,0.074853,0.666805],[3.228219,0.268082,-1.004568],[3.081231,-1.299235,-0.209394],[1.546171,1.23343,0.596269],[1.397645,-0.32135,1.387759],[0.544039,-1.327537,-0.73097],[0.701774,0.222773,-1.539143],[-1.94841,-1.497406,-1.18131],[-2.964067,-0.037026,-0.762837],[-1.163693,-1.591764,1.254188],[-2.204294,-0.13287,1.611894]]",8.436,8.191,0.005418564,8.222796,8.034204,0.012632
'NCCC1(F)CC1',17,"['N','C','C','C','F','C','C','H','H','H','H','H','H','H','H','H','H']","[[2.916483,-0.306073,-0.088556],[1.613689,0.102227,0.425188],[0.526918,-0.23013,-0.587553],[-0.850757,0.127636,-0.116693],[-1.00377,1.49047,0.033606],[-2.066222,-0.59663,-0.571381],[-1.595182,-0.70551,0.86671],[3.638102,-0.146189,0.600946],[3.16132,0.243277,-0.902673],[1.554104,1.167832,0.68048],[1.421987,-0.456907,1.344619],[0.561316,-1.299495,-0.806569],[0.720131,0.294599,-1.529027],[-1.941715,-1.447746,-1.227478],[-2.949229,0.00095,-0.750998],[-1.14219,-1.631135,1.196898],[-2.175959,-0.182466,1.613619]]",6.897,6.566,0.012072968,6.701027,6.379161,0.013421
'OCCC1(F)CC1',16,"['O','C','C','C','F','C','C','H','H','H','H','H','H','H','H','H']","[[2.077665,0.846716,-0.308462],[1.785858,-0.463504,0.14177],[0.479316,-0.431302,0.912145],[-0.729971,-0.203256,0.052866],[-0.921917,-1.250646,-0.826227],[-1.974592,0.420352,0.578555],[-1.124533,1.134983,-0.454061],[2.819046,0.809581,-0.912402],[2.58147,-0.830545,0.801695],[1.697549,-1.158883,-0.700271],[0.532786,0.357505,1.665801],[0.354544,-1.380218,1.44092],[-1.976651,0.782714,1.598211],[-2.909781,-0.001187,0.23676],[-0.526386,1.982877,-0.152506],[-1.513104,1.176608,-1.462114]]",7.605,7.243,0.000474743,7.268656,6.935007,0.001364
'FCCC1(F)CC1',15,"['F','C','C','C','F','C','C','H','H','H','H','H','H','H','H']","[[2.075685,-0.827027,-0.397559],[1.799984,0.426409,0.129882],[0.506009,0.395354,0.914732],[-0.715538,0.208395,0.062665],[-0.893511,1.277846,-0.789549],[-1.13344,-1.11332,-0.471626],[-1.964404,-0.409212,0.582946],[1.741613,1.130787,-0.702242],[2.636586,0.701064,0.776305],[0.411635,1.33828,1.461578],[0.554904,-0.405653,1.655306],[-0.551517,-1.980245,-0.192131],[-1.528078,-1.12647,-1.477932],[-1.965111,-0.795088,1.593862],[-2.895257,0.034192,0.257633]]",8.598,8.269,0.004783671,8.425363,8.176762,0.014742
'CNCC1(C)CC1',20,"['C','N','C','C','C','C','C','H','H','H','H','H','H','H','H','H','H','H','H','H']","[[-2.896132,-0.159362,-0.014778],[-1.549293,0.20143,0.374219],[-0.543094,-0.230647,-0.576778],[0.848738,0.125393,-0.111731],[1.119406,1.603967,0.028929],[1.500407,-0.815621,0.864835],[1.970229,-0.760025,-0.56409],[-3.598946,0.137618,0.764403],[-3.029032,-1.23594,-0.210129],[-3.167624,0.376371,-0.927561],[-1.332009,-0.186392,1.28289],[-0.746531,0.266679,-1.53205],[-0.593437,-1.316442,-0.772288],[0.412626,2.060943,0.722428],[1.01579,2.106823,-0.936089],[2.131799,1.784023,0.395172],[0.949641,-1.694837,1.176402],[2.141144,-0.39444,1.628493],[1.737067,-1.60064,-1.205164],[2.927239,-0.296002,-0.764362]]",6.637,6.384,0.003872763,6.353674,6.108864,0.004907
'CNCC1(N)CC1',19,"['C','N','C','C','N','C','C','H','H','H','H','H','H','H','H','H','H','H','H']","[[-2.885952,-0.166739,-0.032209],[-1.532768,0.136859,0.386345],[-0.524672,-0.25524,-0.581269],[0.851208,0.149521,-0.103163],[1.080806,1.555075,0.105669],[1.551516,-0.777345,0.852245],[2.030971,-0.641865,-0.568296],[-3.586544,0.0994,0.759973],[-3.042683,-1.225506,-0.292398],[-3.137506,0.429981,-0.912058],[-1.332645,-0.314678,1.269454],[-0.745289,0.257735,-1.5243],[-0.542446,-1.33717,-0.796769],[0.315881,1.935627,0.650623],[1.081868,2.04152,-0.782753],[1.056076,-1.699237,1.130757],[2.149299,-0.317874,1.62629],[1.860367,-1.468811,-1.24534],[2.948926,-0.094519,-0.731427]]",6.701,6.443,0.002676348,6.423373,6.173862,0.003320
'CNCC1(O)CC1',18,"['C','N','C','C','O','C','C','H','H','H','H','H','H','H','H','H','H','H']","[[-2.873289,-0.163554,-0.031323],[-1.510324,0.099958,0.387846],[-0.503754,-0.372339,-0.549111],[0.843412,0.141492,-0.118689],[0.890677,1.53198,-0.039412],[1.649557,-0.648237,0.878449],[2.091579,-0.522921,-0.56435],[-3.56727,0.17511,0.738403],[-3.073707,-1.225919,-0.236114],[-3.087244,0.397576,-0.943201],[-1.338642,-0.316456,1.294046],[-0.741845,0.038712,-1.53471],[-0.4797,-1.468763,-0.645575],[0.062236,1.792818,0.379967],[1.27616,-1.607333,1.215896],[2.20291,-0.080267,1.613242],[2.01624,-1.392993,-1.203697],[2.932697,0.125315,-0.76774]]",6.819,6.549,0.001638136,6.541410,6.282220,0.002183
'CNCC1(F)CC1',17,"['C','N','C','C','F','C','C','H','H','H','H','H','H','H','H','H','H']","[[2.887776,-0.200917,-0.00425],[1.535601,0.069027,0.440136],[0.537483,-0.279134,-0.550371],[-0.837251,0.117865,-0.11082],[-0.960214,1.491448,-0.040752],[-2.054828,-0.616961,-0.542093],[-1.600461,-0.647634,0.905117],[3.597064,0.131402,0.754015],[3.147129,0.283993,-0.958818],[3.021585,-1.2778,-0.133695],[1.437926,1.046488,0.679226],[0.552492,-1.363116,-0.697436],[0.73281,0.179657,-1.534797],[-1.933615,-1.503869,-1.149916],[-2.926124,-0.018094,-0.768567],[-1.150054,-1.549247,1.297055],[-2.182805,-0.074947,1.613244]]",6.917,6.664,0.004645080,6.655867,6.412486,0.006216
'COCC1(C)CC1',19,"['C','O','C','C','C','C','C','H','H','H','H','H','H','H','H','H','H','H','H']","[[2.817,-0.159367,0.020322],[1.504189,0.139912,0.401783],[0.552959,-0.286474,-0.542162],[-0.822938,0.122918,-0.09708],[-1.040427,1.612778,0.004511],[-1.960378,-0.74162,-0.559547],[-1.523096,-0.775013,0.879063],[3.479715,0.204449,0.804313],[3.083433,0.329473,-0.926675],[2.965865,-1.241512,-0.097261],[0.60363,-1.37948,-0.660271],[0.776574,0.160295,-1.524177],[-0.881,2.095456,-0.96343],[-0.34768,2.053741,0.722386],[-2.058163,1.837157,0.328379],[-1.737625,-1.601734,-1.178331],[-2.895528,-0.251431,-0.796931],[-0.995768,-1.652223,1.230328],[-2.165682,-0.312819,1.616765]]",7.796,7.570,0.069351117,7.336188,7.113634,0.040457
'COCC1(N)CC1',18,"['C','O','C','C','N','C','C','H','H','H','H','H','H','H','H','H','H','H']","[[2.807078,-0.183051,0.015605],[1.494759,0.125114,0.394048],[0.538493,-0.30471,-0.5434],[-0.826031,0.143946,-0.093018],[-1.035305,1.559596,0.046717],[-2.005189,-0.657056,-0.555705],[-1.56287,-0.726218,0.879773],[3.471207,0.188647,0.794661],[3.073708,0.293092,-0.937656],[2.952079,-1.266733,-0.087985],[0.570188,-1.399393,-0.64566],[0.764826,0.127189,-1.531761],[-0.922889,2.026125,-0.844947],[-0.346294,1.943965,0.680864],[-1.827823,-1.516707,-1.189149],[-2.906795,-0.102157,-0.774021],[-1.075231,-1.629124,1.222372],[-2.172796,-0.220452,1.614356]]",7.273,6.954,0.033596052,7.038964,6.731226,0.038342
'COCC1(O)CC1',17,"['C','O','C','C','O','C','C','H','H','H','H','H','H','H','H','H','H']","[[2.800233,-0.178433,0.021462],[1.480235,0.109483,0.394436],[0.530334,-0.35652,-0.53521],[-0.818458,0.139015,-0.108518],[-0.920262,1.530205,-0.090073],[-2.041337,-0.585159,-0.543638],[-1.607264,-0.639373,0.902797],[3.455442,0.221674,0.793757],[3.05563,0.285113,-0.940233],[2.965955,-1.260601,-0.059945],[0.539797,-1.454376,-0.580509],[0.762975,0.031588,-1.537099],[-0.237646,1.850493,0.505757],[-1.92986,-1.473193,-1.152121],[-2.897497,0.030508,-0.781742],[-1.190638,-1.562419,1.283759],[-2.184981,-0.063466,1.612108]]",7.906,7.622,0.017235071,7.491763,7.252752,0.029957
'COCC1(F)CC1',16,"['C','O','C','C','F','C','C','H','H','H','H','H','H','H','H','H']","[[-2.771823,-0.018443,0.0],[-1.421002,-0.394645,0.0],[-0.55249,0.703111,-0.0],[0.870232,0.212854,-0.0],[1.721711,1.291843,-0.0],[1.314149,-0.981363,0.759295],[1.314149,-0.981363,-0.759295],[-3.364958,-0.931335,0.0],[-3.022564,0.571627,-0.890682],[-3.022564,0.571627,0.890682],[-0.71404,1.330305,0.888639],[-0.71404,1.330305,-0.888639],[0.559086,-1.563739,1.268582],[2.273656,-0.911625,1.253034],[0.559086,-1.56374,-1.268581],[2.273655,-0.911625,-1.253034]]",7.987,7.711,0.058351823,7.554535,7.287680,0.038869
'CCNC1(C)CC1',20,"['C','C','N','C','C','C','C','H','H','H','H','H','H','H','H','H','H','H','H','H']","[[-2.910102,-0.260018,-0.073313],[-1.554976,0.248171,0.384985],[-0.504729,-0.2161,-0.505723],[0.838785,0.108557,-0.10742],[1.207118,1.572941,-0.001079],[1.46148,-0.85407,0.860382],[1.886254,-0.85219,-0.584127],[-3.698335,0.070428,0.604926],[-2.915993,-1.34984,-0.114847],[-3.151133,0.11695,-1.070663],[-1.331739,-0.137874,1.383385],[-1.591054,1.344697,0.474259],[-0.675693,0.109314,-1.449279],[0.609106,2.080049,0.759124],[1.043617,2.080459,-0.955836],[2.257305,1.695003,0.268162],[0.848741,-1.679688,1.194995],[2.150984,-0.462566,1.596814],[1.551466,-1.67583,-1.199186],[2.864479,-0.458752,-0.828359]]",6.761,6.530,0.008001121,6.442864,6.226255,0.008996
'CCOC1(C)CC1',19,"['C','C','O','C','C','C','C','H','H','H','H','H','H','H','H','H','H','H','H']","[[2.826524,-0.253488,-0.119129],[1.49714,0.246727,0.397186],[0.497236,-0.108066,-0.534392],[-0.811706,0.119967,-0.106372],[-1.211793,1.569679,-0.010681],[-1.789431,-0.884413,-0.608187],[-1.391047,-0.88304,0.850236],[3.626284,0.016869,0.572261],[3.047576,0.185658,-1.092623],[2.811932,-1.33859,-0.227492],[1.530158,1.335455,0.529445],[1.269181,-0.197096,1.375053],[-1.033994,2.071094,-0.963943],[-0.649224,2.091935,0.765786],[-2.270996,1.657255,0.233013],[-1.392618,-1.678183,-1.225644],[-2.782065,-0.545071,-0.873325],[-0.741636,-1.682862,1.180051],[-2.110603,-0.544528,1.584239]]",7.947,7.828,0.003511703,7.414643,7.296685,0.000176
'CCCC1(C)CN1',20,"['C','C','C','C','C','C','N','H','H','H','H','H','H','H','H','H','H','H','H','H']","[[-2.994364,-0.223225,-0.02856],[-1.611411,0.253338,0.394845],[-0.509573,-0.265896,-0.524108],[0.891685,0.105145,-0.089229],[1.196123,1.581022,-0.028416],[1.601108,-0.817351,0.823497],[1.998365,-0.714607,-0.585032],[-3.769148,0.164378,0.634504],[-3.055809,-1.313911,-0.012521],[-3.228117,0.10609,-1.043701],[-1.404318,-0.071709,1.418892],[-1.593728,1.346019,0.408285],[-0.677074,0.111282,-1.53983],[-0.58308,-1.357846,-0.582099],[0.610485,2.07551,0.748898],[0.967324,2.05859,-0.984493],[2.253397,1.7368,0.183134],[1.079568,-1.711044,1.150325],[2.325483,-0.430766,1.531081],[1.645054,-1.509349,-1.10543]]",7.312,7.082,0.016913787,6.997715,6.787957,0.012689
'CC1(CCN)CN1',19,"['C','C','C','C','N','C','N','H','H','H','H','H','H','H','H','H','H','H','H']","[[-1.21888,1.551257,0.037831],[-0.859034,0.091522,-0.09548],[0.541126,-0.199832,-0.585544],[1.630399,0.202094,0.398321],[2.94194,-0.14985,-0.130998],[-1.522861,-0.881728,0.799559],[-1.876109,-0.819499,-0.622391],[-0.567354,2.058158,0.751909],[-2.247191,1.672722,0.384546],[-1.11909,2.05862,-0.924967],[0.712872,0.309126,-1.538296],[0.610485,-1.272589,-0.786335],[1.411562,-0.255561,1.375099],[1.615317,1.284784,0.547233],[3.014877,-1.151313,-0.256361],[3.675412,0.125459,0.507458],[-2.232924,-0.505203,1.528009],[-1.001431,-1.783827,1.099503],[-2.757859,-0.334809,-0.742205]]",6.844,6.518,0.010628252,6.641191,6.325347,0.011616
'CC1(CCO)CN1',18,"['C','C','C','C','O','C','N','H','H','H','H','H','H','H','H','H','H','H']","[[-2.053025,0.859707,-0.372912],[-0.792228,0.153516,0.060209],[0.39946,1.076303,0.236424],[1.747203,0.398262,0.458259],[2.184324,-0.336401,-0.656618],[-0.93144,-1.084898,0.857065],[-0.504499,-1.153954,-0.544612],[-2.329042,1.631433,0.348467],[-2.890771,0.164521,-0.459433],[-1.906171,1.34437,-1.340999],[0.192932,1.744103,1.079292],[0.480695,1.70479,-0.656126],[1.709774,-0.232609,1.358226],[2.498514,1.167335,0.64729],[1.452594,-0.929841,-0.880972],[-1.934311,-1.416874,1.101074],[-0.175159,-1.368892,1.577925],[-1.261976,-1.456786,-1.143792]]",7.514,7.279,0.024181703,7.199076,6.977184,0.020940
'CC1(CCF)CN1',17,"['C','C','C','C','F','C','N','H','H','H','H','H','H','H','H','H','H']","[[-0.572675,1.599537,-0.051878],[-0.705521,0.09809,-0.121971],[0.459301,-0.653289,-0.732316],[1.695314,-0.729175,0.13449],[2.316855,0.510336,0.246055],[-1.529126,-0.591037,0.895665],[-2.009877,-0.458941,-0.483383],[0.299221,1.890659,0.533038],[-1.458762,2.047068,0.403417],[-0.454222,2.01708,-1.054802],[0.723852,-0.212625,-1.698064],[0.132352,-1.676954,-0.930925],[2.427214,-1.415791,-0.296651],[1.448,-1.05995,1.147137],[-1.992899,0.012287,1.66824],[-1.287777,-1.604403,1.197434],[-2.703299,0.277445,-0.543582]]",7.429,7.183,0.019227635,7.138400,6.908915,0.015689
'CNCC1(C)CN1',19,"['C','N','C','C','C','C','N','H','H','H','H','H','H','H','H','H','H','H','H']","[[-2.811074,0.101601,0.228922],[-1.509324,-0.225948,-0.323321],[-0.472994,0.743605,-0.015304],[0.925842,0.14468,0.027579],[2.023821,1.175475,0.025082],[1.123674,-1.13662,0.729485],[1.213607,-1.067341,-0.734852],[-3.541741,-0.639848,-0.096079],[-3.179242,1.09763,-0.058636],[-2.763231,0.064026,1.318961],[-1.59199,-0.325899,-1.325175],[-0.68455,1.170648,0.969286],[-0.472755,1.588266,-0.720941],[1.921464,1.854882,0.875358],[1.991444,1.770047,-0.891228],[2.999422,0.694079,0.081105],[0.246067,-1.615304,1.149525],[2.058982,-1.332211,1.241126],[0.350542,-1.445738,-1.110682]]",6.628,6.345,0.002929358,6.349670,6.082249,0.002710
'COCC1(C)CN1',18,"['C','O','C','C','C','C','N','H','H','H','H','H','H','H','H','H','H','H']","[[-2.768814,0.13188,0.002756],[-1.445496,-0.329522,0.003303],[-0.50252,0.706337,0.067094],[0.902123,0.149937,0.025137],[1.965667,1.216114,-0.000488],[1.174418,-1.159538,0.648739],[1.158241,-1.014863,-0.813705],[-3.419858,-0.738858,-0.055908],[-2.96489,0.784087,-0.857999],[-2.998532,0.688671,0.920184],[-0.636676,1.292091,0.988674],[-0.641575,1.393703,-0.782144],[1.922515,1.835817,0.89855],[1.842681,1.864863,-0.871183],[2.952114,0.758184,-0.059504],[0.348131,-1.682834,1.114031],[2.150879,-1.350356,1.079004],[0.276255,-1.37353,-1.163619]]",7.762,7.609,0.030232371,7.440309,7.204291,0.011790
'CCCC1(C)CO1',19,"['C','C','C','C','C','C','O','H','H','H','H','H','H','H','H','H','H','H','H']","[[2.182891,-0.586411,-0.670203],[1.790631,0.411455,0.412686],[0.427122,0.128809,1.042235],[-0.728856,0.140627,0.067849],[-0.953257,1.420804,-0.693455],[-1.2244,-1.119488,-0.48498],[-1.915628,-0.469954,0.569133],[3.186368,-0.383504,-1.04696],[1.495516,-0.548419,-1.517627],[2.170994,-1.607895,-0.282381],[1.804036,1.424362,0.000566],[2.542138,0.400802,1.205805],[0.222302,0.874653,1.816505],[0.443287,-0.844167,1.540318],[-0.123611,1.620703,-1.37423],[-1.03625,2.26395,-0.004014],[-1.872032,1.359906,-1.275831],[-0.736407,-2.052555,-0.216009],[-1.736103,-1.122977,-1.443994]]",8.308,7.905,0.003023848,7.657442,7.478049,0.005756
'CC1(CCN)CO1',18,"['C','C','C','C','N','C','O','H','H','H','H','H','H','H','H','H','H','H']","[[-1.221275,1.553442,0.019732],[-0.863783,0.093093,-0.072785],[0.529271,-0.232614,-0.556553],[1.62515,0.219445,0.399124],[2.931898,-0.159978,-0.120553],[-1.578521,-0.87834,0.755148],[-1.885804,-0.733989,-0.621985],[-0.610233,2.05914,0.769631],[-2.269848,1.671894,0.290902],[-1.054609,2.044917,-0.941159],[0.6948,0.229142,-1.533646],[0.594576,-1.314757,-0.701153],[1.41321,-0.185471,1.400495],[1.608896,1.308278,0.489226],[3.013189,-1.16692,-0.177186],[3.671396,0.166567,0.48585],[-2.349248,-0.538379,1.441722],[-1.094024,-1.812807,1.027072]]",6.871,6.544,0.010334333,6.671168,6.353849,0.011108
'CC1(CCO)CO1',17,"['C','C','C','C','O','C','O','H','H','H','H','H','H','H','H','H','H']","[[-0.568479,1.610379,-0.041933],[-0.716883,0.113897,-0.097358],[0.423851,-0.675487,-0.701844],[1.677153,-0.760248,0.16105],[2.354857,0.469747,0.329271],[-1.609273,-0.564159,0.842168],[-2.009436,-0.338141,-0.499826],[0.290208,1.885281,0.570017],[-1.469471,2.066408,0.367758],[-0.410512,2.007441,-1.047638],[0.680363,-0.25133,-1.679735],[0.06706,-1.691471,-0.888017],[2.3515,-1.514186,-0.262573],[1.41255,-1.089903,1.167655],[2.647245,0.77714,-0.53035],[-2.141396,0.015662,1.59119],[-1.429132,-1.604181,1.103631]]",7.593,7.266,0.002910998,7.234494,6.942837,0.003038
'CC1(CCF)CO1',16,"['C','C','C','C','F','C','O','H','H','H','H','H','H','H','H','H']","[[-0.578572,1.609239,-0.057763],[-0.706242,0.110301,-0.098811],[0.444281,-0.664038,-0.705645],[1.687118,-0.734972,0.154223],[2.313699,0.501426,0.242853],[-1.58314,-0.575007,0.850844],[-1.991144,-0.366157,-0.491325],[0.275113,1.908328,0.549967],[-1.485069,2.054871,0.350862],[-0.425283,1.999366,-1.066017],[0.705271,-0.239412,-1.678948],[0.106268,-1.688162,-0.882855],[2.410179,-1.432008,-0.274839],[1.446784,-1.052234,1.172801],[-2.1215,0.002704,1.596919],[-1.386587,-1.610163,1.119939]]",8.347,7.933,0.004121943,7.784107,7.522898,0.010085
'CNCC1(C)CO1',18,"['C','N','C','C','C','C','O','H','H','H','H','H','H','H','H','H','H','H']","[[-2.894726,-0.115623,-0.017007],[-1.539627,0.14736,0.425098],[-0.536588,-0.246451,-0.544833],[0.851728,0.111133,-0.065855],[1.144822,1.577957,0.085431],[1.599017,-0.880657,0.709727],[1.886313,-0.661591,-0.661608],[-3.597311,0.144813,0.775079],[-3.071088,-1.162977,-0.307844],[-3.122319,0.511078,-0.882171],[-1.364175,-0.32961,1.299683],[-0.737257,0.28982,-1.478332],[-0.557526,-1.32147,-0.783901],[0.424523,2.03475,0.764227],[1.06027,2.075131,-0.883369],[2.153551,1.73462,0.466558],[1.146136,-1.842603,0.938433],[2.366557,-0.550503,1.40404]]",6.669,6.396,0.003149684,6.399656,6.136686,0.003131
'COCC1(C)CO1',17,"['C','O','C','C','C','C','O','H','H','H','H','H','H','H','H','H','H']","[[-2.812769,-0.141587,0.035175],[-1.495728,0.147604,0.417906],[-0.548235,-0.307871,-0.511523],[0.827683,0.105048,-0.051762],[1.071902,1.584511,0.046533],[1.614141,-0.838842,0.737115],[1.866309,-0.660201,-0.649767],[-3.472387,0.245851,0.810009],[-2.973664,-1.223159,-0.062876],[-3.065911,0.334495,-0.921201],[-0.744934,0.126145,-1.504107],[-0.586869,-1.400804,-0.612686],[0.374278,2.03247,0.754469],[0.921368,2.055761,-0.927301],[2.091936,1.784364,0.373115],[1.18698,-1.798963,1.012513],[2.388224,-0.462938,1.399728]]",7.879,7.647,0.050832874,7.463243,7.213599,0.033571
'CCC1(C)CC1C',21,"['C','C','C','C','C','C','C','H','H','H','H','H','H','H','H','H','H','H','H','H','H']","[[-2.313047,-0.791391,-0.230348],[-1.519256,0.506782,-0.28785],[-0.051055,0.456061,0.11124],[0.624965,1.793297,-0.094101],[0.374835,-0.365368,1.298515],[0.741936,-0.807952,-0.093393],[2.172799,-0.821595,-0.566836],[-3.359382,-0.599677,-0.472262],[-2.286445,-1.244346,0.762439],[-1.943921,-1.527015,-0.946456],[-2.009101,1.248608,0.352414],[-1.575873,0.906902,-1.306134],[0.075781,2.577428,0.433482],[0.648817,2.060553,-1.154118],[1.648799,1.805961,0.277695],[-0.36572,-0.936356,1.843229],[1.167581,0.036867,1.918413],[0.165964,-1.64945,-0.460474],[2.767181,-0.035631,-0.100521],[2.233653,-0.687868,-1.649481],[2.645602,-1.774979,-0.32159]]",8.122,8.016,0.030663964,7.901507,7.781644,0.026545
'CC1CC1(C)CN',20,"['C','C','C','C','C','C','N','H','H','H','H','H','H','H','H','H','H','H','H','H']","[[2.125372,-0.145463,-1.004014],[0.994852,-0.69475,-0.174435],[0.913111,-0.442628,1.308117],[-0.106406,0.163056,0.380873],[-0.093846,1.657489,0.157212],[-1.489816,-0.446948,0.407436],[-2.157415,-0.327388,-0.885833],[2.970418,-0.837163,-1.006564],[2.488016,0.809121,-0.620825],[1.81223,0.005806,-2.039319],[0.662905,-1.676551,-0.494718],[1.650954,0.222696,1.740909],[0.606731,-1.251594,1.959854],[0.900097,2.083109,0.290148],[-0.759554,2.153835,0.868807],[-0.42407,1.911964,-0.853354],[-2.057534,0.011078,1.23286],[-1.403167,-1.511643,0.637479],[-2.361857,0.641447,-1.092769],[-3.042858,-0.814921,-0.872808]]",6.817,6.498,0.007989879,6.618248,6.306226,0.009617
