Index	Formation_Energy_eV	Atomization_Energy_eV	Bandgap_eV	Bandgap_nm	Smallest_Direct_Bandgap_eV	Smallest_Direct_Bandgap_nm	No_of_im_wave_nos_dimensionless	Lowest_wave_no_cm-1	Lowest_wave_no_THz	q*_A-1	I1/I3_dimensionless	I2/I3_dimensionless
695	0.190799	-4.353720895	5.16632973	239.9850455	5.16632973	239.9850455	1	-8.471189	-0.2539594693	0.5	0.274733	0.934135
696	0.620716	-4.649590383	3.24956939	381.5403602	3.45188273	359.1784462	2	-71.592703	-2.146291962	0.5	0.086014	0.956963
697	0.225923	-4.444023883	5.54431024	223.624188	5.54431024	223.624188	1	-30.50918	-0.9146408091	0.5	0.099135	0.921022
698	0.206465	-4.283543567	6.12607508	202.3876396	6.14102165	201.8950504	1	-26.863843	-0.8053565221	0.5	0.107343	0.925913
699	0.21629	-4.194945192	3.28901387	376.9646236	3.48383175	355.8845445	1	-11.431829	-0.342717088	0.18	0.211078	0.962438
700	0.378396	-4.375715105	3.68989266	336.0102826	3.86539266	320.7544445	1	-8.26303	-0.247719029	0.17	0.099752	0.935059
701	-0.006955	-4.3091383	3.31304663	374.2301313	3.31304663	374.2301313	1	-11.498759	-0.3447235958	0.17	0.152152	0.929708
702	0.049561	-4.361673426	4.74911152	261.0681746	5.14682317	240.8945935	3	-15.546299	-0.466065607	0	0.256113	0.954226
703	0.095814	-4.394195286	6.04151267	205.2204379	6.04151267	205.2204379	1	-45.225062	-1.355811179	0.5	0.08429	0.91571
704	0.348302	-4.14170747	3.60063009	344.3402528	3.89826347	318.0497893	1	-23.621648	-0.7081581097	0.5	0.295048	0.810347
705	0.567502	-4.405689812	5.32916315	232.6522646	5.32916315	232.6522646	1	-39.193482	-1.174989236	0.5	0.172409	0.944619
706	0.445634	-4.824672808	3.41155176	363.4246122	3.67102692	337.7370699	2	-73.566981	-2.205479237	0.5	0.057457	0.963269
707	0.384114	-4.44786418	4.21379548	294.2339943	4.21379548	294.2339943	1	-18.866071	-0.5655897157	0.5	0.201912	0.888539
708	0.397074	-4.434904685	3.88049915	319.5057717	3.88049915	319.5057717	1	-8.921309	-0.2674537068	0.21	0.135139	0.936172
709	0.348952	-4.300849583	4.40290495	281.59633	4.40290495	281.59633	1	-28.372023	-0.8505705519	0.5	0.106731	0.9382
710	0.621007	-4.16415697	4.92215094	251.8902591	4.92215094	251.8902591	1	-27.448348	-0.8228795144	0.5	0.097294	0.921289
711	0.369701	-4.280101146	4.91119466	252.4521957	4.91119466	252.4521957	1	-22.289707	-0.6682275841	0.5	0.136256	0.943307
712	0.538387	-4.58633617	1.86936741	663.2414093	2.00987479	616.8751813	2	-119.684939	-3.588058723	0.5	0.038499	0.965569
713	0.489977	-4.634746393	3.52627135	351.6013807	3.52627135	351.6013807	1	-43.531972	-1.305053695	0.5	0.22872	0.823369
714	0.409828	-4.239973639	4.45991229	277.996919	4.45991229	277.996919	1	-11.635795	-0.3488318255	0.14	0.250584	0.95667
715	0.366272	-4.28353001	3.93812335	314.8306351	4.34312321	285.4724159	1	-16.490981	-0.4943864176	0.5	0.171028	0.898694
716	0.441509	-4.208292989	3.76567472	329.2482669	4.48067048	276.7090062	1	-14.800564	-0.4437090683	0.5	0.125381	0.934988
717	0.571911	-4.375005295	2.2862514	542.303386	2.2862514	542.303386	1	-39.205437	-1.175347637	0.5	0.245596	0.867616
718	0.433277	-4.513639235	1.09074603	1136.691623	1.22469816	1012.365263	1	-14.752245	-0.4422605033	0.06	0.224749	0.885101
719	0.716694	-4.23022251	2.08587211	594.399757	2.08587211	594.399757	1	-30.518227	-0.9149120309	0.5	0.149298	0.926109
720	0.264745	-4.279775291	3.0922011	400.9577111	4.06577999	304.9456386	1	-26.705025	-0.8005952855	0.5	0.304047	0.83537
721	0.561936	-4.384980077	3.70592108	334.5570099	3.70592108	334.5570099	2	-12.939478	-0.3879151989	0.15	0.182608	0.935136
722	0.411647	-4.535269085	5.64107458	219.7882439	5.84858801	211.9899492	1	-12.338579	-0.3699007276	0.15	0.187425	0.889077
723	0.164971	-4.379548983	4.70402051	263.5706781	4.83878001	256.2302632	1	-7.067568	-0.2118800346	0.12	0.300086	0.898839
724	0.705967	-4.240949255	3.31108036	374.4523662	3.31108036	374.4523662	1	-18.030148	-0.5405294129	0.5	0.15387	0.881135
725	0.327012	-4.217508068	2.92823792	423.4088586	4.24040582	292.3875516	1	-32.233211	-0.9663258792	0.5	0.264137	0.907418
726	1.164168	-4.700367599	1.44881885	855.760453	2.14905936	576.9230476	1	-61.263134	-1.836619747	0.5	0.120054	0.90618
727	0.453335	-4.581181555	4.73061131	262.0891454	4.73061131	262.0891454	1	-10.63222	-0.3187454498	0.5	0.226061	0.913115
728	1.064342	-4.800193711	3.73049564	332.3531228	3.73049564	332.3531228	2	-18.951283	-0.5681443033	0.5	0.190568	0.809434
729	0.675495	-4.359021901	3.73774661	331.7083807	3.92639865	315.7707574	2	-9.095126	-0.2726646014	0.5	0.197552	0.981105
730	1.04724	-4.756601685	3.3672096	368.2104837	3.4119144	363.3859851	1	-14.440279	-0.4329080122	0.17	0.154781	0.859733
731	1.304896	-4.498946229	2.76616131	448.2174886	2.76616131	448.2174886	1	-19.508069	-0.5848363022	0.5	0.15628	0.935638
732	0.602383	-4.43213407	4.22467158	293.476511	4.22467158	293.476511	3	-12.852884	-0.38531918	0.5	0.168028	0.929872
733	0.917946	-4.276862843	1.9407467	638.8478597	2.36323486	524.6376043	1	-14.911982	-0.4470492908	0.4	0.116366	0.926042
734	0.553881	-4.640928099	1.1712688	1058.545976	1.20637758	1027.739487	1	-16.21207	-0.4860248889	0.08	0.208613	0.85431
735	0.44266	-4.412588927	5.03783392	246.1061431	5.03783392	246.1061431	2	-13.144716	-0.3940680699	0.5	0.21724	0.918508
736	0.524977	-4.330272083	4.47848078	276.8442997	4.51672686	274.500078	3	-17.006547	-0.5098426738	0.5	0.17123	0.937485
737	0.628273	-4.226976304	4.11122409	301.5748712	4.25294485	291.5255004	2	-12.438462	-0.37289514	0.5	0.198835	0.93683
738	0.767651	-4.388779154	2.91624579	425.1499924	2.91624579	425.1499924	1	-42.007569	-1.259353313	0.5	0.177234	0.904889
739	0.035398	-4.305756646	4.32427098	286.7169706	4.3758352	283.3383386	1	-21.2878	-0.6381912138	0.25	0.14041	0.918951
740	0.180509	-4.022041925	3.36866041	368.0519033	4.46009779	277.9853568	1	-32.67629	-0.9796090332	0.5	0.249325	0.904297
741	0.205063	-3.997487795	2.50956951	494.0456403	3.97570264	311.8547808	1	-41.625124	-1.247887917	0.5	0.216359	0.953576
742	0.180271	-4.286382119	4.29735505	288.5127854	4.29735505	288.5127854	1	-16.715059	-0.5011040968	0.23	0.183472	0.913642
743	0.377556	-4.48175911	3.86683796	320.6345568	3.86683796	320.6345568	2	-33.549778	-1.005795505	0.5	0.31636	0.684375
744	0.294165	-4.032246227	3.21846431	385.2277844	4.21570262	294.1008859	1	-27.896666	-0.8363197293	0.5	0.294992	0.850352
745	0.331116	-3.995294789	2.7585432	449.455305	2.7585432	449.455305	1	-22.237058	-0.6666492092	0.5	0.165932	0.926757
746	0.441164	-4.182361606	4.02430282	308.0886133	4.22652613	293.347737	1	-19.86315	-0.5954813465	0.5	0.187834	0.898808
747	0.444327	-4.310806658	3.99987935	309.9698183	4.09213969	302.9813177	1	-8.434001	-0.2528446028	0.18	0.31557	0.797002
748	0.599445	-4.155689355	2.60318427	476.2789518	2.60318427	476.2789518	1	-43.305892	-1.298275997	0.5	0.205844	0.931745
749	0.453047	-4.302087312	0.71991177	1722.213648	0.71991177	1722.213648	2	-20.078524	-0.6019380867	0.5	0.389981	0.726981
750	-0.07445	-4.17791298	4.89334377	253.3731399	4.89334377	253.3731399	1	-38.43891	-1.152367771	0.5	0.199104	0.93659
751	0.075494	-4.127056571	3.11569877	397.9338078	3.58124983	346.2036815	1	-17.468209	-0.5236829313	0.5	0.179368	0.898234
752	-0.001255	-4.203806282	5.70519894	217.317904	5.74972468	215.634999	1	-20.68166	-0.6200196215	0.5	0.09906	0.932801
753	0.135486	-4.1296007	5.57337386	222.458049	5.57337386	222.458049	1	-41.202917	-1.235230489	0.5	0.088096	0.911904
754	0.073607	-4.252804682	4.40435629	281.5035374	4.53488611	273.4008849	1	-18.626205	-0.5583987249	0.5	0.255778	0.919268
755	0.364701	-4.390432963	5.06266073	244.8992618	5.12976723	241.6955429	1	-19.767968	-0.5926278663	0.5	0.07777	0.944785
756	0.427988	-4.327146217	2.82532005	438.8323636	2.82532005	438.8323636	3	-13.563784	-0.4066313933	0	0.032877	0.987569
757	0.633525	-4.121608686	2.9065742	426.5646738	2.9065742	426.5646738	2	-31.048507	-0.9308094011	0.16	0.278362	0.832453
758	0.213402	-4.11300944	3.06671364	404.2900711	3.67380297	337.4818643	1	-25.483698	-0.7639808791	0.5	0.32481	0.83763
759	0.509781	-3.905793209	2.26130911	548.2850044	2.76667556	448.1341771	1	-27.588863	-0.8270920417	0.5	0.177882	0.907499
760	0.327672	-4.087902981	5.97979843	207.3384061	5.98008376	207.3285133	1	-26.52069	-0.7950690696	0.5	0.080564	0.924984
761	0.605578	-4.406800415	3.24153468	382.4860746	3.35003661	370.0980078	1	-25.719475	-0.7710492849	0.5	0.154492	0.845508
762	0.606296	-4.324315776	2.30887634	536.9892939	2.94780234	420.5987147	1	-24.386031	-0.7310737006	0.5	0.271527	0.729205
763	0.500286	-4.034172896	6.18112167	200.5852565	6.1872528	200.3864907	1	-36.18841	-1.084899581	0.5	0.080414	0.919586
764	0.448797	-4.952108983	5.62316566	220.4882357	6.06338991	204.4799846	2	-10.76819	-0.3228217216	0.5	0.831287	0.999997
765	0.433336	-4.878722246	5.5972575	221.5088149	6.12555433	202.4048451	3	-13.218975	-0.3962942953	0.5	0.766759	0.996912
766	0.330451	-4.771552399	4.70277174	263.6406664	4.70277174	263.6406664	1	-18.617135	-0.5581268136	0.5	0.894755	0.906089
767	0.390198	-4.813267342	5.15764261	240.3892571	5.15764261	240.3892571	1	-24.034496	-0.7205349625	0.18	0.201735	0.798393
768	0.283084	-4.818919935	3.07922828	402.64695	3.07922828	402.64695	2	-65.333335	-1.958641117	0.12	0.923707	0.942316
769	0.245873	-4.737391629	2.95416512	419.6928151	2.95416512	419.6928151	2	-65.212544	-1.955019899	0.14	0.940678	0.950319
770	0.405561	-4.797904349	5.68277724	218.1753433	6.17880783	200.6603716	2	-17.514749	-0.5250781632	0.5	0.74354	0.978022
771	0.299925	-4.683340118	5.15245994	240.6310558	5.15245994	240.6310558	1	-30.197414	-0.9052943138	0.5	0.444855	0.832229
772	0.421223	-4.64650127	4.7466896	261.2013803	4.7466896	261.2013803	1	-33.173134	-0.9945040188	0.5	0.180911	0.819943
773	0.364785	-4.688560272	4.81803828	257.3333385	4.90600392	252.7192998	3	-11.394422	-0.341595656	0.5	0.745374	0.930555
774	0.253448	-4.632472524	4.97021183	249.4545339	4.97021183	249.4545339	2	-15.434558	-0.4627157012	0.5	0.852526	0.987312
775	0.442169	-4.611176801	4.420302	280.4880471	4.46722942	277.5415719	2	-12.639824	-0.3789318117	0.5	0.768341	0.913285
776	0.586809	-4.634147409	3.56314594	347.9626982	3.64946831	339.7321939	1	-63.577907	-1.90601479	0.5	0.363229	0.842242
777	0.261484	-4.484089304	5.30435012	233.7405803	5.30435012	233.7405803	2	-22.470134	-0.6736366412	0.5	0.798117	0.979711
778	0.306299	-4.609708096	4.37577067	283.342517	4.43184374	279.757579	2	-27.487349	-0.8240487331	0.14	0.248925	0.755219
779	0.091819	-4.653754293	4.8349487	256.4333052	4.87180396	254.4933839	2	-34.666095	-1.039261795	0.14	0.177372	0.822837
780	0.270163	-4.475409877	3.78358255	327.6899233	3.78687329	327.4051653	1	-43.594134	-1.306917262	0.5	0.180436	0.820153
781	0.809565	-4.658002281	3.64843658	339.8282657	3.66138341	338.6266164	3	-12.22213	-0.3664096797	0	0.706697	0.859022
782	0.204375	-4.711632251	4.75935631	260.5062102	4.80530716	258.0151142	2	-29.967877	-0.8984129782	0.16	0.170812	0.829524
783	0.531889	-4.832950088	4.56213909	271.7676623	5.2547777	235.9456377	2	-35.822521	-1.073930522	0.5	0.573833	0.748715
784	0.470138	-4.894700957	4.61009169	268.9408278	4.61009169	268.9408278	1	-43.521809	-1.304749016	0.5	0.213524	0.786476
785	0.355398	-4.560608848	4.86999864	254.5877252	4.86999864	254.5877252	2	-15.264356	-0.4576131814	0.5	0.757137	0.852463
786	0.140052	-4.416890041	3.3323588	372.0613385	3.82883573	323.8169415	1	-22.015449	-0.6600055487	0.5	0.438076	0.823175
787	0.705593	-4.474515624	3.55281772	348.9742433	3.65306724	339.3974964	3	-17.964942	-0.5385745892	0.5	0.770921	0.90333
788	0.370881	-4.374692611	4.72181617	262.5773285	4.79639911	258.4943094	2	-15.66123	-0.4695111464	0.12	0.825989	0.996062
789	0.449662	-4.466344963	4.25663053	291.2730778	4.28350059	289.4459448	3	-15.701985	-0.4707329487	0.5	0.781663	0.918841
790	0.330635	-4.652630199	4.66606883	265.714442	4.66606883	265.714442	1	-28.135171	-0.8434699184	0.5	0.926535	0.937202
791	0.462883	-4.639358344	4.15850234	298.1462493	4.22004495	293.7982628	1	-38.73363	-1.161203241	0.5	0.814093	0.942902
792	0.219421	-4.526151975	4.82475583	256.975051	4.82475583	256.975051	2	-12.328228	-0.3695904129	0.13	0.72195	0.967808
793	0.078978	-4.508039578	4.73422328	261.8891848	4.7519328	260.9131752	1	-36.044016	-1.080570764	0.5	0.494088	0.842996
794	0.233979	-4.340059027	4.78094981	259.3296154	4.78094981	259.3296154	2	-29.213048	-0.8757838086	0.16	0.203236	0.797352
795	0.227361	-4.610778444	3.40087067	364.5660173	3.69268274	335.7564033	2	-55.01437	-1.649286801	0.17	0.206242	0.817136
796	0.41775	-4.326584473	3.12895814	396.2475111	3.12895814	396.2475111	3	-13.619044	-0.4082880439	0.5	0.445311	0.888521
797	0.157046	-4.567506251	4.68039924	264.9008796	4.96256856	249.8387398	1	-28.589328	-0.857085182	0.5	0.647829	0.890357
798	0.796661	-4.569682295	3.82721644	323.953948	3.95489638	313.4954134	1	-42.464281	-1.273045173	0.5	0.695327	0.80663
799	0.759506	-4.420602424	3.52666145	351.5624885	3.61614931	342.8624675	2	-13.928258	-0.4175580322	0.5	0.755056	0.871613
800	0.68922	-4.352228427	3.69377925	335.656733	3.78965704	327.1646649	3	-18.792206	-0.5633753021	0.5	0.762432	0.845472
801	0.819763	-4.221686067	3.48884141	355.3735265	3.52808231	351.4209042	2	-12.601293	-0.3777766831	0.5	0.661505	0.765298
802	0.151719	-4.889729589	4.19894166	295.2748516	4.19894166	295.2748516	1	-39.856701	-1.194872011	0.5	0.306717	0.785092
803	0.348164	-4.693284412	3.9787073	311.6192728	3.9787073	311.6192728	2	-23.076873	-0.691826191	0.1	0.713062	0.888224
804	0.216697	-4.41185179	4.05197863	305.9843076	4.05197863	305.9843076	3	-14.943961	-0.4480079956	0.5	0.808909	0.869929
805	0.491496	-4.873343266	3.96782475	312.4739507	3.96782475	312.4739507	2	-9.93574	-0.2978655366	0.08	0.251828	0.748172
806	0.237667	-4.507906163	4.00167212	309.8309502	4.20622952	294.7632481	3	-31.668707	-0.9494025009	0.19	0.191571	0.810739
807	0.064052	-4.509986254	2.69153681	460.6445919	2.69153681	460.6445919	2	-67.475891	-2.022873231	0.5	0.202437	0.797625
808	0.241104	-4.245757047	4.13839277	299.5950226	4.13839277	299.5950226	2	-16.691122	-0.5003864847	0.5	0.754149	0.932792
809	0.511822	-4.326317441	3.55458226	348.801008	3.55458226	348.801008	2	-33.609714	-1.007592338	0.5	0.73223	0.885085
810	-0.016763	-4.387697638	4.80861833	257.8374473	4.95963178	249.9866785	2	-12.212588	-0.3661236182	0.5	0.815815	0.974113
811	0.081251	-4.405609917	4.72292228	262.5158328	5.0210389	246.9293507	3	-18.311857	-0.5489748234	0.45	0.725944	0.9243
812	0.09519	-4.478848062	3.44422425	359.9771053	3.65448561	339.2657703	2	-72.380554	-2.169911104	0.5	0.169973	0.830028
813	0.26331	-4.310727506	3.91066633	317.0410797	3.91066633	317.0410797	2	-36.053639	-1.080859254	0.5	0.179733	0.820737
814	0.309035	-4.758689946	3.66434833	338.3526247	3.66434833	338.3526247	1	-43.129625	-1.292991654	0.5	0.252588	0.841296
815	0.769092	-4.59574682	3.52370944	351.8570122	3.6526603	339.4353084	3	-15.875673	-0.475939976	0.5	0.667564	0.865551
816	0.352008	-4.563998678	4.72654508	262.3146198	4.72654508	262.3146198	3	-17.342804	-0.5199233897	0.5	0.685066	0.939652
817	0.391076	-4.524931561	4.39070616	282.378695	4.39070616	282.378695	1	-9.721567	-0.2914448014	0.5	0.739114	0.897736
818	0.140627	-4.603707071	2.96809824	417.7226544	3.1022669	399.6567399	2	-41.033622	-1.230155161	0.5	0.239978	0.763151
819	0.447998	-4.44520251	5.1881673	238.9749219	5.1881673	238.9749219	4	-36.850164	-1.104738437	0	0.190011	0.809997
820	0.217566	-4.526767818	4.90619069	252.7096792	4.92636298	251.6748929	1	-18.340981	-0.5498479376	0.16	0.162193	0.837826
821	0.289189	-4.943571262	5.46988184	226.6670308	5.46988184	226.6670308	1	-95.777167	-2.871322845	0.5	0.206764	0.793236
822	0.535598	-4.69716178	3.41811642	362.7266374	3.42115917	362.4040314	1	-69.234622	-2.07559858	0.5	0.355483	0.644517
823	0.340732	-4.40360219	4.46953797	277.3982196	4.60935762	268.9836584	2	-23.335685	-0.6995851678	0.16	0.251187	0.749162
824	0.083415	-4.660919175	4.04018533	306.8774757	4.12417381	300.6279397	1	-23.127424	-0.6933416696	0.5	0.246615	0.753385
825	0.277023	-4.46731073	3.84694138	322.2928953	3.96606589	312.6125258	2	-25.762807	-0.7723483436	0.18	0.232641	0.772787
826	0.745437	-4.296011362	4.27070508	290.3131572	4.27070508	290.3131572	1	-9.735943	-0.2918757824	0.5	0.581058	0.820388
827	0.332824	-4.708624703	4.98795661	248.5670932	5.18354905	239.1878351	2	-14.35339	-0.4303031495	0.15	0.596521	0.619706
828	0.752759	-4.288689648	3.63780937	340.8210132	3.72659545	332.7009578	3	-20.176213	-0.6048667248	0.5	0.709508	0.918238
829	0.198547	-4.430001605	3.44403739	359.9966362	3.87333064	320.0970923	1	-8.406456	-0.2520188257	0.07	0.666237	0.882717
830	0.646835	-4.394613658	3.74066739	331.4493769	3.9113969	316.9818628	2	-14.114776	-0.4231496927	0.5	0.73459	0.912388
831	0.282167	-4.759282059	3.83818166	323.0284508	3.83818166	323.0284508	2	-22.967846	-0.6885576488	0.11	0.682861	0.924851
832	0.189061	-4.439487575	4.23982584	292.4275483	4.23982584	292.4275483	3	-15.211566	-0.4560305794	0.5	0.665816	0.868588
833	0.746931	-4.29451755	3.6653294	338.2620605	3.82101727	324.4795267	3	-14.745864	-0.442069206	0.5	0.715959	0.876866
834	0.389834	-4.2387146	3.5042166	353.8142806	3.50600975	353.6333222	2	-13.898019	-0.4166514912	0.5	0.779902	0.859828
835	1.009926	-4.949141946	1.18920223	1042.582871	1.18920223	1042.582871	1	-114.833218	-3.442608009	0.5	0.189938	0.822735
836	0.51148	-4.61756937	2.35337879	526.8348133	2.6714355	464.1107283	2	-9.821129	-0.2944295905	0.11	0.324829	0.692107
837	1.048603	-4.910465268	3.5100318	353.2281034	3.5479513	349.4529013	1	-36.761319	-1.102074935	0.5	0.619761	0.811455
838	0.738012	-4.391037801	0.13455737	9214.224947	0.22545391	5499.314141	2	-62.454715	-1.872342392	0.5	0.331099	0.781647
839	0.968183	-4.943695855	4.03305316	307.4201669	4.03305316	307.4201669	1	-28.174437	-0.8446470817	0.5	0.422503	0.932883
840	1.199178	-4.712701275	2.32732795	532.7319149	2.55972068	484.3660815	1	-41.531356	-1.245076828	0.17	0.277573	0.911212
841	0.67073	-4.458319993	1.83283759	676.4603051	2.24531097	552.1916082	2	-61.990163	-1.858415495	0.5	0.262911	0.750926
842	0.968802	-4.334043796	2.02668281	611.7592103	2.42882609	510.469597	1	-41.963322	-1.258026823	0.26	0.614893	0.855061
843	0.994197	-4.308649319	2.56263602	483.8150505	2.565838	483.2112844	3	-17.02617	-0.5104309557	0.5	0.580415	0.82161
844	0.43145	-4.531836507	3.79774975	326.4675023	4.07838956	304.0028073	1	-26.509964	-0.7947475127	0.5	0.500364	0.744358
845	0.608231	-4.355055193	1.82010194	681.1936454	2.14563634	577.8434361	2	-102.730187	-3.079768822	0.5	0.277365	0.737198
846	0.697999	-4.265287595	2.33873726	530.1330323	2.42304689	511.6871161	2	-26.169234	-0.7845326999	0.12	0.236722	0.766262
847	0.693867	-4.557095395	4.18538073	296.231563	4.33055507	286.3009142	1	-35.800855	-1.073280992	0.5	0.721295	0.763215
848	-0.020331	-4.437110739	4.78055035	259.3512848	4.79194156	258.7347654	1	-25.341296	-0.759711781	0.5	0.857493	0.924528
849	0.268562	-4.018017484	4.25294138	291.5257382	4.25294138	291.5257382	2	-12.735237	-0.3817922171	0.5	0.730502	0.844247
850	0.136548	-4.150031886	3.97927687	311.5746695	4.07965584	303.9084482	2	-25.207281	-0.7556941186	0.1	0.710629	0.920632
851	0.053092	-4.497589859	4.73582009	261.8008818	4.73839349	261.6586989	1	-25.354515	-0.7601080761	0.5	0.48831	0.746615
852	0.369428	-4.584420192	4.49919158	275.5699226	4.50109292	275.4535171	1	-41.67851	-1.249488387	0.5	0.78975	0.901631
853	0.309232	-4.111712025	2.37626221	521.7613907	2.37626221	521.7613907	2	-29.439365	-0.8825686112	0.5	0.368536	0.650756
854	0.153674	-4.267270168	3.319815	373.4671587	3.6552248	339.1971611	2	-23.443004	-0.7028025055	0.08	0.711883	0.761939
855	0.36999	-4.34806809	3.18060276	389.8134942	3.42017762	362.5080371	2	-14.179893	-0.4251018482	0.12	0.699372	0.748202
856	0.495331	-4.367840318	3.53441949	350.7908099	3.53441949	350.7908099	2	-35.13366	-1.05327902	0.5	0.258889	0.741111
857	0.573585	-4.289585888	3.31432559	374.0857202	3.34147853	371.0458901	2	-28.352386	-0.8499818504	0.4	0.218799	0.788193
858	0.886591	-3.976580368	4.58806068	270.2322314	4.58806068	270.2322314	2	-16.193311	-0.4854625091	0.5	0.578275	0.653546
859	-0.154015	-4.333103478	3.11450154	398.0867755	3.11450154	398.0867755	1	-60.491211	-1.813478113	0.5	0.229246	0.895963
860	-0.144968	-4.431547361	4.48288696	276.5721925	4.75023135	261.0066298	2	-28.964788	-0.8683411724	0.2	0.26477	0.736922
861	-0.049216	-4.335795745	5.02477484	246.7457578	5.04735904	245.641704	2	-22.695404	-0.6803900556	0.5	0.194782	0.805218
862	0.116978	-4.242640794	4.89923132	253.0686539	4.89923132	253.0686539	2	-30.485599	-0.9139338695	0.39	0.196937	0.803244
863	0.060416	-4.360527347	4.29005044	289.0040322	4.29005044	289.0040322	3	-13.94023	-0.4179169432	0.5	0.800222	0.893772
864	0.062255	-4.80091667	4.61191202	268.8346764	4.67337908	265.2988029	1	-47.936177	-1.437088238	0.5	0.28874	0.718798
865	-0.095038	-4.958209433	4.05359533	305.8622715	4.06797967	304.7807452	1	-101.962876	-3.056765452	0.5	0.148629	0.857453
866	0.44789	-4.415281665	3.06706332	404.2439774	3.17561129	390.4262084	2	-71.622085	-2.147172811	0.5	0.175644	0.923748
867	0.003863	-4.417080999	4.79516211	258.5609927	4.82287643	257.0751902	2	-16.160011	-0.4844642018	0.14	0.276559	0.725749
868	0.29363	-4.229982022	2.59377801	478.0061635	2.68008131	462.61353	2	-53.932591	-1.616855932	0.5	0.256399	0.764581
869	0.200988	-4.322623681	3.52949706	351.280042	3.82257045	324.3476848	2	-35.206874	-1.055473917	0.5	0.149004	0.850996
870	0.526564	-4.611857222	3.18318263	389.4975625	3.18318263	389.4975625	2	-35.335371	-1.059326154	0.17	0.108235	0.893116
871	0.496409	-4.560246237	4.41676199	280.7128567	4.41676199	280.7128567	4	-8.935067	-0.2678661606	0	0.186163	0.813837
872	0.662794	-3.997708893	6.34671551	195.3517333	6.71132186	184.738849	4	-57.665063	-1.728752457	0.5	0.614091	1
873	0.394944	-4.922160034	6.01700316	206.0563776	6.16158044	201.2214054	3	-11.727633	-0.3515850552	0.5	0.524108	0.999998
874	0.368777	-4.851097876	5.97993666	207.3336134	5.97993666	207.3336134	3	-15.906102	-0.4768522131	0.5	0.479568	0.994008
875	0.380778	-4.637422997	3.56011063	348.2593673	3.56011063	348.2593673	1	-18.237415	-0.5467431118	0.5	0.70524	0.934018
876	0.393279	-4.707760593	5.73623612	216.1420572	6.21797437	199.3964275	3	-50.457163	-1.512665381	0	0.359529	0.964895
877	0.40258	-4.615621388	3.60982167	343.4634696	3.67098627	337.7408098	2	-55.713277	-1.670239474	0.2	0.603749	0.959449
878	0.283527	-4.607555066	4.29033879	288.9846085	4.29033879	288.9846085	4	-32.806812	-0.9835219783	0	0.114407	0.885808
879	0.326211	-4.774829009	5.92046143	209.4164264	5.92046143	209.4164264	2	-19.822249	-0.5942551672	0.5	0.444341	0.986419
880	0.352534	-4.538548538	4.12496467	300.5703017	4.12496467	300.5703017	1	-34.080464	-1.021705046	0.5	0.639813	0.914332
881	0.343309	-4.609187557	5.5421203	223.7125519	5.66026013	219.0432678	1	-26.282906	-0.7879404956	0.5	0.111392	0.888612
882	0.296753	-4.664409308	5.07885581	244.1183451	5.23093778	237.0209564	3	-14.395452	-0.4315641346	0.5	0.546575	0.897462
883	0.203676	-4.598441894	4.88883058	253.6070447	4.90028414	253.0142824	3	-17.230171	-0.5165467424	0.5	0.522967	0.989136
884	0.373036	-4.588126893	4.74950799	261.0463817	4.82396542	257.0171565	3	-13.87569	-0.4159820856	0.5	0.541266	0.90724
885	0.646537	-4.482236252	3.61927943	342.5659442	3.7951807	326.6884961	2	-96.205446	-2.884162307	0.5	0.352298	0.87932
886	0.200501	-4.452889583	5.17866528	239.4134026	5.32552492	232.8112053	3	-23.331705	-0.6994658505	0.5	0.491873	0.995016
887	0.301545	-4.512036665	5.17151794	239.7442859	5.27252047	235.1516476	3	-14.93991	-0.4478865499	0.5	0.497799	0.908823
888	0.043381	-4.610009829	5.23771353	236.714335	5.29903023	233.9752411	2	-31.924605	-0.9570741182	0.12	0.111999	0.888075
889	0.262765	-4.390625552	4.66577274	265.7313042	5.03277516	246.3535199	3	-17.412535	-0.5220138693	0.41	0.45905	0.993513
890	0.742608	-4.622534072	3.7033931	334.7853825	3.7033931	334.7853825	3	-12.787443	-0.3833573112	0.5	0.449976	0.904248
891	0.219616	-4.593965442	5.39663358	229.743572	5.39782678	229.6927867	3	-10.340556	-0.3100015964	0.5	0.505879	0.901182
892	0.624714	-4.624896207	4.06774299	304.7984788	4.06774299	304.7984788	2	-20.993929	-0.6293811963	0.5	0.42353	0.910467
893	0.708831	-4.540779334	3.85942588	321.2503398	4.07535674	304.2290417	2	-30.313482	-0.9087739396	0.5	0.106295	0.895171
894	0.275409	-4.538172727	5.32427028	232.8660662	5.50056689	225.4025631	3	-12.778293	-0.3830830015	0.5	0.522261	0.904508
895	0.202022	-4.262736505	4.01878202	308.5118499	4.01878202	308.5118499	2	-16.1124	-0.4830368621	0.5	0.597831	0.836381
896	0.628821	-4.448862439	3.57077154	347.2196027	3.75353352	330.3132552	3	-16.424015	-0.4923788305	0.5	0.527035	0.907969
897	0.30629	-4.347100457	4.37720751	283.2495084	4.66910472	265.5416723	3	-19.797475	-0.5935124625	0.41	0.473556	0.994232
898	0.366826	-4.446755387	4.72907971	262.1740278	4.76830149	260.017509	2	-14.637451	-0.438819071	0.5	0.51143	0.927281
899	0.396123	-4.49495884	3.18775374	388.9390388	3.18775374	388.9390388	1	-33.006381	-0.9895048973	0.5	0.314816	0.882372
